,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,-0.5751027167134362,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,1458.3573473362158,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
1,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,1.7086218281946313,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
2,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,2.850484100648665,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
3,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,2.850484100648665,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
4,8.284181695379997,-0.02732146706754834,8.284181695379997,-0.008350989612278223,-0.008350989612278223,-0.5751027167134362,1.0380147335260162e-25,-0.008350989612278223,-0.04205307883002389,-0.737056302453545,2.4706601647986776e-12,-0.014614231821486889,9.871932383033744,-0.042028017400446996
5,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,1.7086218281946313,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
6,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,1.7086218281946313,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
7,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,1.7086218281946313,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
8,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,0.5667595557405976,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
9,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,0.5667595557405976,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
10,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,0.5667595557405976,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
11,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,-0.5751027167134362,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
12,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,1.7086218281946313,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
13,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,-0.5751027167134362,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
14,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,-0.5751027167134362,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
15,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,0.5667595557405976,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
16,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,-0.5751027167134362,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
17,-0.0020877474030695556,0.0005871425814294381,-0.0020877474030695556,-0.008350989612278223,-0.008350989612278223,-0.5751027167134362,1.0380147335260162e-25,-0.008350989612278223,0.0005764128802683982,-0.737056302453545,-4.8879967288826516e-14,-0.014614231821486889,-0.036197501467692336,0.0006014743098452929
