,score,pre
198,-0.9999851014673383,0
199,-1.0000113220776372,0
200,-1.0230913676189066,0
201,-1.0230913676189066,0
202,-0.9999851014673383,0
203,-1.0230829692424062,0
204,-1.0000113220776372,0
205,-0.9998806191613485,0
206,-1.0000113220776372,0
207,-0.9999342968457502,0
208,-1.0000113220776372,0
209,-1.0000113220776372,0
210,-0.9999091664751198,0
211,-0.9999091664751198,0
212,-0.9999826558582845,0
213,-1.0230913676189066,0
214,-0.9999851014673383,0
215,-0.9999851014673383,0
216,-0.9999851014673383,0
217,-0.9999851014673383,0
218,-0.9999826558582845,0
219,-1.0230913676189066,0
220,-0.9999851014673383,0
221,-0.9999851014673383,0
222,-0.9999851014673383,0
223,-0.9999851014673383,0
224,-0.9999851014673383,0
225,-1.0000113220776372,0
226,-1.0230913676189066,0
227,-1.0230913676189066,0
228,-0.9999851014673383,0
229,-1.0230829692424062,0
230,-1.0000113220776372,0
231,-1.0000113220776372,0
232,-1.0230789862628813,0
233,-1.0000113220776372,0
234,-1.0000113220776372,0
235,-1.0000113220776372,0
236,-0.9999342968457502,0
237,-1.0000113220776372,0
238,-1.0000113220776372,0
239,-0.9999091664751198,0
240,-0.9999091664751198,0
241,-0.9999826558582845,0
242,-1.0230913676189066,0
243,-0.9999851014673383,0
244,-0.9999851014673383,0
245,-0.9999851014673383,0
246,-0.9999851014673383,0
247,-0.9999826558582845,0
248,-1.0230913676189066,0
249,-0.9999851014673383,0
250,-0.9999851014673383,0
251,-0.9999851014673383,0
252,-0.9999851014673383,0
253,-0.9999851014673383,0
254,-1.0000113220776372,0
255,-1.0230913676189066,0
256,-1.0230913676189066,0
257,-0.9999851014673383,0
258,-1.0230829692424062,0
259,-1.0000113220776372,0
260,-1.0000113220776372,0
261,-1.0230789862628813,0
262,-1.0000113220776372,0
263,-1.0000113220776372,0
264,-1.0000113220776372,0
265,-1.0000113220776372,0
266,-0.9999342968457502,0
267,-1.0000113220776372,0
268,-1.0000113220776372,0
269,-0.9999091664751198,0
270,-0.9999091664751198,0
271,-0.9999826558582845,0
272,-1.0230913676189066,0
273,-0.9999851014673383,0
274,-0.9999851014673383,0
275,-0.9999851014673383,0
276,-0.9999851014673383,0
277,-0.9999826558582845,0
278,-1.0230913676189066,0
279,-0.9999851014673383,0
280,-0.9999851014673383,0
281,-0.9999851014673383,0
282,-0.9999851014673383,0
283,-0.9999851014673383,0
284,-1.0000113220776372,0
285,-1.0230913676189066,0
286,-1.0230913676189066,0
287,-0.9999851014673383,0
288,-1.0230829692424062,0
289,-1.0000113220776372,0
290,-1.0000113220776372,0
291,-1.0230789862628813,0
292,-1.0000113220776372,0
293,-1.0000113220776372,0
294,-1.0000113220776372,0
295,-0.9999342968457502,0
296,-1.0000113220776372,0
297,-1.0000113220776372,0
298,-0.9999091664751198,0
299,-0.9999091664751198,0
300,-0.9999826558582845,0
301,-1.0230913676189066,0
302,-0.9999851014673383,0
303,-0.9999851014673383,0
304,-0.9999851014673383,0
305,-0.9999851014673383,0
306,-0.9999826558582845,0
307,-1.0230913676189066,0
308,-0.9999851014673383,0
309,-0.9999851014673383,0
310,-0.9999851014673383,0
311,-0.9999851014673383,0
312,-0.9999851014673383,0
313,-1.0000113220776372,0
314,-1.0230913676189066,0
315,-1.0230913676189066,0
316,-0.9999851014673383,0
317,-1.0230829692424062,0
318,-1.0000113220776372,0
319,-1.0000113220776372,0
320,-1.0230789862628813,0
321,-1.0000113220776372,0
322,-1.0000113220776372,0
323,-1.0000113220776372,0
324,-1.0000113220776372,0
325,-0.9999342968457502,0
326,-1.0000113220776372,0
327,-1.0000113220776372,0
328,-0.9999091664751198,0
329,-0.9999091664751198,0
330,-0.9999826558582845,0
331,-1.0230913676189066,0
332,-0.9999851014673383,0
333,-0.9999851014673383,0
334,-0.9999851014673383,0
335,-0.9999851014673383,0
336,-0.9999826558582845,0
337,-1.0230913676189066,0
338,-0.9999851014673383,0
339,-0.9999851014673383,0
340,-0.9999851014673383,0
341,-0.9999851014673383,0
342,-0.9999851014673383,0
343,-1.0000113220776372,0
344,-1.0230913676189066,0
345,-1.0230913676189066,0
346,-0.9999851014673383,0
347,-1.0230829692424062,0
348,-1.0000113220776372,0
349,-1.0000113220776372,0
350,-1.0230789862628813,0
351,-1.0000113220776372,0
352,-1.0000113220776372,0
353,-1.0000113220776372,0
354,-1.0000113220776372,0
355,-0.9999342968457502,0
356,-1.0000113220776372,0
357,-1.0000113220776372,0
358,-0.9999091664751198,0
359,-0.9999091664751198,0
360,-0.9999851014673383,0
361,-1.0000113220776372,0
362,-1.0230913676189066,0
363,-1.0230913676189066,0
364,-0.9999851014673383,0
365,-0.9999826558582845,0
366,-1.0230913676189066,0
367,-0.9999851014673383,0
368,-0.9999851014673383,0
369,-0.9999851014673383,0
370,-0.9999851014673383,0
371,-0.9999826558582845,0
372,-1.0230913676189066,0
373,-0.9999851014673383,0
374,-0.9999851014673383,0
375,-0.9999851014673383,0
376,-0.9999851014673383,0
377,-0.9999851014673383,0
378,-1.0000113220776372,0
379,-1.0230913676189066,0
380,-1.0230913676189066,0
381,-0.9999851014673383,0
382,-1.0230829692424062,0
383,-1.0000113220776372,0
384,-1.0000113220776372,0
385,-1.0230789862628813,0
386,-1.0000113220776372,0
387,-1.0000113220776372,0
388,-1.0000113220776372,0
389,-0.9999342968457502,0
390,-1.0000113220776372,0
391,-1.0000113220776372,0
392,-0.9999091664751198,0
393,-0.9999091664751198,0
394,-0.9999826558582845,0
395,-1.0230913676189066,0
396,-0.9999851014673383,0
397,-0.9999851014673383,0
398,-0.9999851014673383,0
399,-0.9999851014673383,0
400,-0.9999826558582845,0
401,-1.0230913676189066,0
402,-0.9999851014673383,0
403,-0.9999851014673383,0
404,-0.9999851014673383,0
405,-0.9999851014673383,0
406,-0.9999851014673383,0
407,-1.0000113220776372,0
408,-1.0230913676189066,0
409,-1.0230913676189066,0
410,-0.9999851014673383,0
411,-1.0230829692424062,0
412,-1.0000113220776372,0
413,-1.0000113220776372,0
414,-1.0230789862628813,0
415,-1.0000113220776372,0
416,-1.0000113220776372,0
417,-1.0000113220776372,0
418,-1.0000113220776372,0
419,-0.9999342968457502,0
420,-1.0000113220776372,0
421,-1.0000113220776372,0
422,-0.9999091664751198,0
423,-0.9999091664751198,0
424,-0.9999826558582845,0
425,-1.0230913676189066,0
426,-0.9999851014673383,0
427,-0.9999851014673383,0
428,-0.9999851014673383,0
429,-0.9999851014673383,0
430,-0.9999826558582845,0
431,-1.0230913676189066,0
432,-0.9999851014673383,0
433,-0.9999851014673383,0
434,-0.9999851014673383,0
435,-0.9999851014673383,0
436,-0.9999851014673383,0
437,-1.0000113220776372,0
438,-1.0230913676189066,0
439,-1.0230913676189066,0
440,-0.9999851014673383,0
441,-1.0230829692424062,0
442,-1.0000113220776372,0
443,-1.0000113220776372,0
444,-1.0230789862628813,0
445,-1.0000113220776372,0
446,-1.0000113220776372,0
447,-1.0000113220776372,0
448,-1.0000113220776372,0
449,-0.9999342968457502,0
450,-1.0000113220776372,0
451,-1.0000113220776372,0
452,-0.9999091664751198,0
453,-0.9999091664751198,0
454,-0.9999826558582845,0
455,-1.0230913676189066,0
456,-0.9999851014673383,0
457,-0.9999851014673383,0
458,-0.9999851014673383,0
459,-0.9999851014673383,0
460,-0.9999826558582845,0
461,-1.0230913676189066,0
462,-0.9999851014673383,0
463,-0.9999851014673383,0
464,-0.9999851014673383,0
465,-0.9999851014673383,0
466,-0.9999851014673383,0
467,-1.0000113220776372,0
468,-1.0230913676189066,0
469,-1.0230913676189066,0
470,-0.9999851014673383,0
471,-1.0230829692424062,0
472,-1.0000113220776372,0
473,-1.0000113220776372,0
474,-1.0230789862628813,0
475,-1.0000113220776372,0
476,0.9997251524905346,1
477,-0.9999851014673383,0
478,-1.0000113220776372,0
479,-1.0230913676189066,0
480,-1.0230913676189066,0
481,-0.9999851014673383,0
482,-1.0230829692424062,0
483,-1.0000113220776372,0
484,-1.0000113220776372,0
485,-1.0230789862628813,0
486,-1.0000113220776372,0
487,0.9997251524905346,1
488,-0.9999851014673383,0
489,-1.0000113220776372,0
490,-1.0230913676189066,0
491,-1.0230913676189066,0
492,-1.0000113220776372,0
493,-0.9999851014673383,0
494,-0.9999851014673383,0
495,-1.0000113220776372,0
496,-1.0230913676189066,0
497,-1.0230913676189066,0
498,-0.9999851014673383,0
499,-1.0230829692424062,0
500,-1.0000113220776372,0
501,-1.0000113220776372,0
502,-1.0230789862628813,0
503,-1.0000113220776372,0
504,0.9997251524905346,1
505,-0.9999851014673383,0
506,-1.0000113220776372,0
507,-1.0230913676189066,0
508,-1.0230913676189066,0
509,-0.9999851014673383,0
510,-0.9999851014673383,0
511,-1.0000113220776372,0
512,-1.0230913676189066,0
513,-1.0230913676189066,0
514,-1.0000113220776372,0
515,-0.9999851014673383,0
516,-1.0230829692424062,0
517,-1.0000113220776372,0
518,-0.9998806191613485,0
519,-1.0000113220776372,0
520,-0.9999342968457502,0
521,-1.0000113220776372,0
522,-1.0000113220776372,0
523,-0.9999091664751198,0
524,-0.9999091664751198,0
525,-0.9999826558582845,0
526,-1.0230913676189066,0
527,-0.9999851014673383,0
528,-0.9999851014673383,0
529,-0.9999851014673383,0
530,-0.9999851014673383,0
531,-0.9999851014673383,0
532,-1.0000113220776372,0
533,-1.0230913676189066,0
534,-1.0230913676189066,0
535,-0.9999851014673383,0
536,-1.0230829692424062,0
537,-1.0000113220776372,0
538,-0.9998806191613485,0
539,-1.0000113220776372,0
540,-0.9999342968457502,0
541,-1.0000113220776372,0
542,-0.9999851014673383,0
543,-1.0000113220776372,0
544,-1.0000113220776372,0
545,-0.9999091664751198,0
546,-1.0230913676189066,0
547,-0.9999091664751198,0
548,-1.0230913676189066,0
549,-0.9999851014673383,0
550,-1.0230829692424062,0
551,-1.0000113220776372,0
552,-1.0000113220776372,0
553,-1.0230789862628813,0
554,-1.0000113220776372,0
555,-1.0000113220776372,0
556,-1.0000113220776372,0
557,-1.0000113220776372,0
558,-0.9999342968457502,0
559,-1.0000113220776372,0
560,-1.0000113220776372,0
561,-0.9999091664751198,0
562,-0.9999091664751198,0
563,-0.9999826558582845,0
564,-1.0230913676189066,0
565,-0.9999851014673383,0
566,-0.9999851014673383,0
567,-0.9999851014673383,0
568,-0.9999851014673383,0
569,-0.9999851014673383,0
570,-1.0000113220776372,0
571,-1.0230913676189066,0
572,-1.0230913676189066,0
573,-0.9999851014673383,0
574,-1.0230829692424062,0
575,-1.0000113220776372,0
576,-1.0000113220776372,0
577,-1.0230789862628813,0
578,-1.0000113220776372,0
579,-1.0000113220776372,0
580,-1.0000113220776372,0
581,-0.9999342968457502,0
582,-1.0000113220776372,0
583,-1.0000113220776372,0
584,-0.9999091664751198,0
585,-0.9999091664751198,0
586,-0.9999826558582845,0
587,-1.0230913676189066,0
588,-0.9999851014673383,0
589,-0.9999851014673383,0
590,-0.9999851014673383,0
591,-0.9999851014673383,0
592,-0.9999826558582845,0
593,-1.0230913676189066,0
594,-0.9999851014673383,0
595,-0.9999851014673383,0
596,-0.9999851014673383,0
597,-0.9999851014673383,0
598,-0.9999851014673383,0
599,-1.0000113220776372,0
600,-1.0230913676189066,0
601,-1.0230913676189066,0
602,-0.9999851014673383,0
603,-1.0230829692424062,0
604,-1.0000113220776372,0
605,-1.0000113220776372,0
606,-1.0230789862628813,0
607,-1.0000113220776372,0
608,-1.0000113220776372,0
609,-1.0000113220776372,0
610,-0.9999342968457502,0
611,-1.0000113220776372,0
612,-1.0000113220776372,0
613,-0.9999091664751198,0
614,-0.9999091664751198,0
615,-0.9999826558582845,0
616,-1.0230913676189066,0
617,-0.9999851014673383,0
618,-1.0000113220776372,0
619,-0.9999851014673383,0
620,-0.9999851014673383,0
621,-0.9999851014673383,0
622,-0.9999851014673383,0
623,-1.0000113220776372,0
624,-1.0230913676189066,0
625,-1.0230913676189066,0
626,-0.9999851014673383,0
627,-1.0230829692424062,0
628,-1.0000113220776372,0
629,-0.9998806191613485,0
630,-1.0000113220776372,0
631,-0.9999342968457502,0
632,-1.0000113220776372,0
633,-1.0000113220776372,0
634,-0.9999091664751198,0
635,-0.9999091664751198,0
636,-0.9999826558582845,0
637,-1.0230913676189066,0
638,-0.9999851014673383,0
639,-0.9999851014673383,0
640,-0.9999851014673383,0
641,-0.9999851014673383,0
642,-0.9999826558582845,0
643,-1.0230913676189066,0
644,-0.9999851014673383,0
645,-0.9999851014673383,0
646,-0.9999851014673383,0
647,-0.9999851014673383,0
648,-0.9999851014673383,0
649,-1.0000113220776372,0
650,-1.0230913676189066,0
651,-1.0230913676189066,0
652,-0.9999851014673383,0
653,-1.0230829692424062,0
654,-1.0000113220776372,0
655,-1.0000113220776372,0
656,-1.0230789862628813,0
657,-1.0000113220776372,0
658,-1.0000113220776372,0
659,-1.0000113220776372,0
660,-1.0000113220776372,0
661,-0.9999342968457502,0
662,-1.0000113220776372,0
663,-1.0000113220776372,0
664,-0.9999091664751198,0
665,-0.9999091664751198,0
666,-0.9999826558582845,0
667,-1.0230913676189066,0
668,-0.9999851014673383,0
669,-0.9999851014673383,0
670,-0.9999851014673383,0
671,-0.9999851014673383,0
672,-0.9999826558582845,0
673,-1.0230913676189066,0
674,-0.9999851014673383,0
675,-0.9999851014673383,0
676,-0.9999851014673383,0
677,-0.9999851014673383,0
678,-0.9999851014673383,0
679,-1.0000113220776372,0
680,-1.0230913676189066,0
681,-1.0230913676189066,0
682,-0.9999851014673383,0
683,-1.0230829692424062,0
684,-1.0000113220776372,0
685,-1.0000113220776372,0
686,-1.0230789862628813,0
687,-1.0000113220776372,0
688,-1.0000113220776372,0
689,-1.0000113220776372,0
690,-0.9999342968457502,0
691,-1.0000113220776372,0
692,-1.0000113220776372,0
693,-0.9999091664751198,0
694,-0.9999091664751198,0
695,-0.9999851014673383,0
696,-1.0000113220776372,0
697,-1.0230913676189066,0
698,-1.0230913676189066,0
699,-1.0000113220776372,0
700,-0.9999851014673383,0
701,-0.9999826558582845,0
702,-1.0230913676189066,0
703,-0.9999851014673383,0
704,-0.9999851014673383,0
705,-0.9999851014673383,0
706,-0.9999851014673383,0
707,-0.9999826558582845,0
708,-1.0230913676189066,0
709,-0.9999851014673383,0
710,-0.9999851014673383,0
711,-0.9999851014673383,0
712,-0.9999851014673383,0
713,-0.9999851014673383,0
714,-1.0000113220776372,0
715,-1.0230913676189066,0
716,-1.0230913676189066,0
717,-0.9999851014673383,0
718,-1.0230829692424062,0
719,-1.0000113220776372,0
720,-1.0000113220776372,0
721,-1.0230789862628813,0
722,-1.0000113220776372,0
723,-1.0000113220776372,0
724,-1.0000113220776372,0
725,-1.0000113220776372,0
726,-0.9999342968457502,0
727,-1.0000113220776372,0
728,-1.0000113220776372,0
729,-0.9999091664751198,0
730,-0.9999091664751198,0
731,-0.9999826558582845,0
732,-1.0230913676189066,0
733,-0.9999851014673383,0
734,-0.9999851014673383,0
735,-0.9999851014673383,0
736,-0.9999851014673383,0
737,-0.9999826558582845,0
738,-1.0230913676189066,0
739,-0.9999851014673383,0
740,-0.9999851014673383,0
741,-0.9999851014673383,0
742,-0.9999851014673383,0
743,-0.9999851014673383,0
744,-1.0000113220776372,0
745,-1.0230913676189066,0
746,-1.0230913676189066,0
747,-0.9999851014673383,0
748,-1.0230829692424062,0
749,-1.0000113220776372,0
750,-1.0000113220776372,0
751,-1.0230789862628813,0
752,-1.0000113220776372,0
753,-1.0000113220776372,0
754,-1.0000113220776372,0
755,-0.9999342968457502,0
756,-1.0000113220776372,0
757,-1.0000113220776372,0
758,-0.9999091664751198,0
759,-0.9999091664751198,0
760,-0.9999851014673383,0
761,-1.0000113220776372,0
762,-1.0230913676189066,0
763,-1.0230913676189066,0
764,-0.9999851014673383,0
765,-0.9999826558582845,0
766,-1.0230913676189066,0
767,-0.9999851014673383,0
768,-0.9999851014673383,0
769,-0.9999851014673383,0
770,-0.9999851014673383,0
771,-0.9999826558582845,0
772,-1.0230913676189066,0
773,-0.9999851014673383,0
774,-0.9999851014673383,0
775,-0.9999851014673383,0
776,-0.9999851014673383,0
777,-0.9999851014673383,0
778,-1.0000113220776372,0
779,-1.0230913676189066,0
780,-1.0230913676189066,0
781,-0.9999851014673383,0
782,-1.0230829692424062,0
783,-1.0000113220776372,0
784,-1.0000113220776372,0
785,-1.0230789862628813,0
786,-1.0000113220776372,0
787,-1.0000113220776372,0
788,-1.0000113220776372,0
789,-1.0000113220776372,0
790,-0.9999342968457502,0
791,-1.0000113220776372,0
792,-1.0000113220776372,0
793,-0.9999091664751198,0
794,-0.9999091664751198,0
795,-0.9999826558582845,0
796,-1.0230913676189066,0
797,-0.9999851014673383,0
798,-0.9999851014673383,0
799,-0.9999851014673383,0
800,-0.9999851014673383,0
801,-0.9999826558582845,0
802,-1.0230913676189066,0
803,-0.9999851014673383,0
804,-0.9999851014673383,0
805,-0.9999851014673383,0
806,-0.9999851014673383,0
807,-0.9999851014673383,0
808,-1.0000113220776372,0
809,-1.0230913676189066,0
810,-1.0230913676189066,0
811,-0.9999851014673383,0
812,-1.0230829692424062,0
813,-1.0000113220776372,0
814,-1.0000113220776372,0
815,-1.0230789862628813,0
816,-1.0000113220776372,0
817,-1.0000113220776372,0
818,-1.0000113220776372,0
819,-1.0000113220776372,0
820,-0.9999342968457502,0
821,-1.0000113220776372,0
822,-1.0000113220776372,0
823,-0.9999091664751198,0
824,-0.9999091664751198,0
825,-0.9999826558582845,0
826,-1.0230913676189066,0
827,-0.9999851014673383,0
828,-0.9999851014673383,0
829,-0.9999851014673383,0
830,-0.9999851014673383,0
831,-0.9999826558582845,0
832,-1.0230913676189066,0
833,-0.9999851014673383,0
834,-0.9999851014673383,0
835,-0.9999851014673383,0
836,-0.9999851014673383,0
837,-0.9999851014673383,0
838,-1.0000113220776372,0
839,-1.0230913676189066,0
840,-1.0230913676189066,0
841,-0.9999851014673383,0
842,-1.0230829692424062,0
843,-1.0000113220776372,0
844,-1.0000113220776372,0
845,-1.0230789862628813,0
846,-1.0000113220776372,0
847,-1.0000113220776372,0
848,-1.0000113220776372,0
849,-1.0000113220776372,0
850,-0.9999342968457502,0
851,-1.0000113220776372,0
852,-1.0000113220776372,0
853,-0.9999091664751198,0
854,-0.9999091664751198,0
855,-0.9999826558582845,0
856,-1.0230913676189066,0
857,-0.9999851014673383,0
858,-0.9999851014673383,0
859,-0.9999851014673383,0
860,-0.9999851014673383,0
861,-0.9999826558582845,0
862,-1.0230913676189066,0
863,-0.9999851014673383,0
864,-0.9999851014673383,0
865,-0.9999851014673383,0
866,-0.9999851014673383,0
867,-0.9999851014673383,0
868,-1.0000113220776372,0
869,-1.0230913676189066,0
870,-1.0230913676189066,0
871,-0.9999851014673383,0
872,-1.0230829692424062,0
873,-1.0000113220776372,0
874,-1.0000113220776372,0
875,-1.0230789862628813,0
876,-1.0000113220776372,0
877,-1.0000113220776372,0
878,-1.0000113220776372,0
879,-0.9999342968457502,0
880,-1.0000113220776372,0
881,-1.0000113220776372,0
882,-0.9999091664751198,0
883,-0.9999091664751198,0
884,-0.9999826558582845,0
885,-1.0230913676189066,0
886,-0.9999851014673383,0
887,-0.9999851014673383,0
888,-0.9999851014673383,0
889,-0.9999851014673383,0
890,-0.9999826558582845,0
891,-1.0230913676189066,0
892,-0.9999851014673383,0
893,-0.9999851014673383,0
894,-0.9999851014673383,0
895,-0.9999851014673383,0
896,-0.9999851014673383,0
897,-1.0000113220776372,0
898,-1.0230913676189066,0
899,-1.0230913676189066,0
900,-0.9999851014673383,0
901,-1.0230829692424062,0
902,-1.0000113220776372,0
903,-1.0000113220776372,0
904,-1.0230789862628813,0
905,-1.0000113220776372,0
906,0.9997251524905346,1
907,-0.9999851014673383,0
908,-1.0000113220776372,0
909,-1.0230913676189066,0
910,-1.0230913676189066,0
911,-1.0000113220776372,0
912,-0.9999851014673383,0
913,-0.9999851014673383,0
914,-1.0000113220776372,0
915,-1.0230913676189066,0
916,-1.0230913676189066,0
917,-0.9999851014673383,0
918,-1.0230829692424062,0
919,-1.0000113220776372,0
920,-1.0000113220776372,0
921,-1.0230789862628813,0
922,-1.0000113220776372,0
923,0.9997251524905346,1
924,-0.9999851014673383,0
925,-1.0000113220776372,0
926,-1.0230913676189066,0
927,-1.0230913676189066,0
928,-0.9999851014673383,0
929,-1.0230829692424062,0
930,-1.0000113220776372,0
931,-1.0000113220776372,0
932,-1.0230789862628813,0
933,-1.0000113220776372,0
934,0.9997251524905346,1
935,-0.9999851014673383,0
936,-1.0000113220776372,0
937,-1.0230913676189066,0
938,-1.0230913676189066,0
939,-0.9999851014673383,0
940,-0.9999851014673383,0
941,-1.0000113220776372,0
942,-1.0230913676189066,0
943,-1.0230913676189066,0
944,-1.0000113220776372,0
945,-0.9999851014673383,0
946,-1.0230829692424062,0
947,-1.0000113220776372,0
948,-0.9998806191613485,0
949,-1.0000113220776372,0
950,-0.9999342968457502,0
951,-1.0000113220776372,0
952,-1.0000113220776372,0
953,-0.9999091664751198,0
954,-0.9999091664751198,0
955,-0.9999826558582845,0
956,-1.0230913676189066,0
957,-0.9999851014673383,0
958,-0.9999851014673383,0
959,-0.9999851014673383,0
960,-0.9999851014673383,0
961,-0.9999851014673383,0
962,-1.0000113220776372,0
963,-1.0230913676189066,0
964,-1.0230913676189066,0
965,-0.9999851014673383,0
966,-1.0230829692424062,0
967,-1.0000113220776372,0
968,-0.9998806191613485,0
969,-1.0000113220776372,0
970,-0.9999342968457502,0
971,-1.0000113220776372,0
972,-0.9999851014673383,0
973,-1.0000113220776372,0
974,-1.0000113220776372,0
975,-1.0230913676189066,0
976,-1.0230913676189066,0
977,-0.9999851014673383,0
978,-0.9999091664751198,0
979,-1.0230829692424062,0
980,-1.0000113220776372,0
981,-0.9999091664751198,0
982,-1.0000113220776372,0
983,-1.0230789862628813,0
984,-1.0000113220776372,0
985,-1.0000113220776372,0
986,-1.0000113220776372,0
987,-0.9999342968457502,0
988,-1.0000113220776372,0
989,-1.0000113220776372,0
990,-0.9999091664751198,0
991,-0.9999091664751198,0
992,-0.9999826558582845,0
993,-1.0230913676189066,0
994,-0.9999851014673383,0
995,-0.9999851014673383,0
996,-0.9999851014673383,0
997,-0.9999851014673383,0
998,-0.9999851014673383,0
